user_id,channel,age,os,gender,country,customer
100166,41 Youtube,47,ios,female,US,0
100167,00 Organic,38,ios,female,GB,0
100168,00 Organic,17,ios,male,US,0
100169,00 Organic,20,ios,male,US,0
100170,11 FB,20,ios,female,US,0
100171,21 ASA,26,ios,female,US,0
100172,12 PINTEREST,29,ios,female,GB,1
100173,11 FB,40,ios,female,ES,0
100174,00 Organic,16,ios,female,MX,1
100175,22 Adwords (Search),17,android,male,US,0
100176,00 Organic,33,ios,female,US,1
100177,41 Youtube,41,ios,male,MX,0
100178,12 PINTEREST,28,ios,female,US,0
100179,31 OUTBRAIN,45,ios,male,US,1
100180,11 FB,26,android,male,US,1
100181,12 PINTEREST,40,ios,female,US,0
100182,00 Organic,35,ios,male,US,1
100183,11 FB,31,android,female,MX,0
100184,00 Organic,59,android,male,GB,0
100185,21 ASA,31,ios,male,GB,0
100186,32 Taboola,59,ios,female,GB,1
100187,11 FB,18,ios,female,US,1
100188,12 PINTEREST,15,ios,female,US,1
100189,41 Youtube,19,android,male,MX,0
100190,31 OUTBRAIN,33,ios,female,US,0
100191,22 Adwords (Search),23,android,female,US,0
100192,32 Taboola,31,ios,female,US,0
100193,00 Organic,25,ios,female,GB,0
100194,95 LAT,56,ios,male,CA,1
100195,31 OUTBRAIN,32,android,female,US,0
100196,42 Adcolony,61,android,female,US,0
100197,31 OUTBRAIN,40,ios,female,DE,0
100198,21 ASA,20,ios,female,US,1
100199,12 PINTEREST,38,ios,female,CA,0
100200,21 ASA,46,ios,male,US,0
100201,11 FB,19,android,male,US,1
100202,22 Adwords (Search),27,android,male,US,0
100203,12 PINTEREST,24,ios,male,US,0
100204,12 PINTEREST,19,android,female,GB,0
100205,95 LAT,18,ios,female,GB,0
100206,12 PINTEREST,31,ios,male,US,1
100207,12 PINTEREST,41,android,female,CA,0
100208,00 Organic,43,android,female,US,1
100209,00 Organic,18,ios,female,US,0
100210,00 Organic,32,ios,male,US,1
100211,41 Youtube,35,ios,male,ES,0
100212,22 Adwords (Search),20,android,male,US,1
100213,00 Organic,37,ios,male,US,1
100214,95 LAT,45,ios,female,US,0
100215,00 Organic,15,android,female,US,0
100216,32 Taboola,49,ios,female,US,1
100217,00 Organic,24,android,male,DE,1
100218,00 Organic,31,ios,female,US,0
100219,22 Adwords (Search),33,android,female,US,0
100220,95 LAT,23,ios,female,US,0
100221,95 LAT,25,ios,male,FR,0
100222,22 Adwords (Search),26,android,male,MX,0
100223,11 FB,24,android,male,US,0
100224,32 Taboola,38,ios,female,US,0
100225,42 Adcolony,34,ios,male,GB,1
100226,00 Organic,24,ios,female,US,0
100227,42 Adcolony,60,android,female,US,1
100228,00 Organic,20,ios,female,US,0
100229,00 Organic,31,android,female,US,1
100230,95 LAT,29,ios,female,US,1
100231,21 ASA,19,ios,male,GB,1
100232,11 FB,16,android,male,US,0
100233,00 Organic,32,ios,female,GB,0
100234,00 Organic,29,android,male,US,1
100235,95 LAT,33,ios,male,GB,0
100236,00 Organic,31,ios,female,US,1
100237,12 PINTEREST,22,ios,female,US,0
100238,00 Organic,30,ios,female,US,0
100239,11 FB,15,ios,male,US,1
100240,95 LAT,48,ios,female,US,0
100241,12 PINTEREST,34,android,female,US,0
100242,12 PINTEREST,20,android,female,AU,1
100243,11 FB,26,android,female,MX,0
100244,42 Adcolony,31,android,female,US,0
100245,00 Organic,45,ios,male,US,1
100246,12 PINTEREST,21,android,male,US,1
100247,00 Organic,33,ios,female,MX,0
100248,11 FB,35,ios,female,US,0
100249,41 Youtube,18,ios,female,US,0
100250,95 LAT,14,ios,female,US,0
100251,32 Taboola,48,ios,female,GB,1
100252,42 Adcolony,44,ios,female,US,1
100253,12 PINTEREST,29,ios,female,US,1
100254,12 PINTEREST,34,android,male,US,0
100255,12 PINTEREST,48,android,female,US,0
100256,42 Adcolony,27,ios,female,US,0
100257,31 OUTBRAIN,43,ios,female,DE,0
100258,00 Organic,33,android,female,ES,0
100259,32 Taboola,40,ios,female,FR,1
100260,95 LAT,19,ios,female,US,0
100261,12 PINTEREST,22,ios,male,GB,1
100262,41 Youtube,34,ios,male,US,0
100263,00 Organic,19,ios,female,US,1
100264,11 FB,24,ios,male,AU,1
100265,31 OUTBRAIN,52,ios,female,US,1
100266,00 Organic,46,android,female,US,1
100267,32 Taboola,53,android,female,US,1
100268,41 Youtube,38,ios,female,ES,0
100269,42 Adcolony,32,ios,female,US,1
100270,32 Taboola,33,ios,female,US,0
100271,00 Organic,28,android,female,US,0
100272,00 Organic,23,ios,female,MX,0
100273,31 OUTBRAIN,44,ios,female,US,1
100274,12 PINTEREST,39,android,female,US,0
100275,00 Organic,35,android,female,US,1
100276,22 Adwords (Search),22,android,female,MX,0
100277,00 Organic,25,ios,male,US,1
100278,22 Adwords (Search),28,android,female,GB,0
100279,95 LAT,24,ios,female,US,0
100280,00 Organic,44,ios,male,GB,0
100281,95 LAT,43,ios,female,US,1
100282,41 Youtube,42,android,male,ES,0
100283,12 PINTEREST,35,android,male,GB,0
100284,42 Adcolony,32,ios,male,US,1
100285,95 LAT,42,ios,female,US,1
100286,00 Organic,20,ios,female,FR,0
100287,11 FB,17,ios,female,US,0
100288,11 FB,20,android,female,AU,1
100289,31 OUTBRAIN,46,ios,female,FR,1
100290,12 PINTEREST,41,ios,female,US,1
100291,41 Youtube,26,ios,female,US,0
100292,31 OUTBRAIN,29,ios,female,DE,0
100293,95 LAT,30,ios,female,US,1
100294,62 Social Media,26,ios,female,US,1
100295,12 PINTEREST,27,ios,female,GB,0
100296,00 Organic,56,ios,female,AU,1
100297,12 PINTEREST,45,android,female,US,0
100298,11 FB,31,ios,male,US,1
100299,00 Organic,37,ios,female,US,0
100300,00 Organic,20,android,male,US,0
100301,41 Youtube,32,android,female,ES,1
100302,00 Organic,40,android,male,MX,0
100303,41 Youtube,32,ios,female,US,0
100304,62 Social Media,24,android,male,US,0
100305,95 LAT,19,ios,female,US,0
100306,00 Organic,47,ios,female,US,0
100307,00 Organic,23,android,female,US,0
100308,00 Organic,28,ios,female,US,1
100309,00 Organic,27,android,female,DE,0
100310,12 PINTEREST,32,ios,female,CA,1
100311,00 Organic,29,ios,male,CA,0
100312,00 Organic,19,ios,female,FR,0
100313,12 PINTEREST,25,ios,female,AU,0
100314,95 LAT,68,ios,male,US,1
100315,95 LAT,23,ios,female,US,0
100316,12 PINTEREST,19,ios,female,US,0
100317,11 FB,19,android,male,US,1
100318,22 Adwords (Search),15,android,female,US,0
100319,00 Organic,23,android,female,ES,1
100320,00 Organic,34,android,female,US,1
100321,00 Organic,49,ios,female,CA,0
100322,12 PINTEREST,23,android,female,US,1
100323,95 LAT,18,ios,female,CA,0
100324,00 Organic,33,ios,male,US,1
100325,00 Organic,44,ios,male,US,1
100326,31 OUTBRAIN,37,android,female,US,0
100327,00 Organic,23,ios,female,US,1
100328,21 ASA,35,ios,male,GB,0
100329,32 Taboola,26,android,female,AU,0
100330,31 OUTBRAIN,42,ios,male,US,1
100331,12 PINTEREST,43,android,female,US,1
100332,95 LAT,44,ios,male,FR,0
100333,12 PINTEREST,36,ios,male,US,0
100334,21 ASA,21,ios,female,GB,1
100335,31 OUTBRAIN,17,ios,male,US,0
100336,12 PINTEREST,27,android,male,US,1
100337,22 Adwords (Search),16,ios,female,CA,0
100338,00 Organic,29,android,female,US,0
100339,22 Adwords (Search),29,android,female,US,0
100340,00 Organic,20,android,female,CA,0
100341,41 Youtube,15,ios,male,US,0
100342,00 Organic,15,ios,male,MX,0
100343,42 Adcolony,13,android,male,US,0
100344,22 Adwords (Search),30,android,female,US,0
100345,31 OUTBRAIN,54,ios,female,DE,0
100346,00 Organic,21,ios,male,US,0
100347,95 LAT,30,ios,male,ES,0
100348,00 Organic,30,ios,female,US,0
100349,11 FB,25,android,male,US,0
100350,21 ASA,16,ios,female,GB,0
100351,00 Organic,18,ios,female,AU,0
100352,11 FB,23,android,male,US,1
100353,32 Taboola,52,ios,female,US,1
100354,95 LAT,41,ios,female,US,0
100355,00 Organic,31,ios,female,US,0
100356,41 Youtube,51,ios,male,ES,0
100357,00 Organic,19,ios,male,US,0
100358,31 OUTBRAIN,32,ios,male,US,0
100359,22 Adwords (Search),30,android,male,GB,1
100360,95 LAT,38,ios,female,US,0
100361,12 PINTEREST,22,android,female,US,1
100362,12 PINTEREST,30,ios,female,US,0
100363,00 Organic,21,ios,female,MX,0
100364,32 Taboola,60,ios,male,US,1
100365,32 Taboola,34,ios,female,AU,1
100366,12 PINTEREST,26,android,male,CA,0
100367,95 LAT,26,ios,female,DE,0
100368,12 PINTEREST,21,ios,female,US,0
100369,41 Youtube,23,ios,female,US,0
100370,12 PINTEREST,23,android,female,CA,0
100371,42 Adcolony,19,android,female,US,0
100372,11 FB,30,ios,male,US,0
100373,00 Organic,40,ios,male,US,0
100374,12 PINTEREST,27,android,female,CA,0
100375,12 PINTEREST,51,ios,female,CA,1
100376,12 PINTEREST,37,android,female,US,0
100377,00 Organic,32,ios,male,GB,0
100378,32 Taboola,44,ios,male,FR,0
100379,31 OUTBRAIN,42,ios,male,AU,0
100380,69 Others,14,ios,female,GB,0
100381,21 ASA,15,ios,female,US,0
100382,12 PINTEREST,29,android,female,US,0
100383,11 FB,38,android,male,US,0
100384,95 LAT,45,ios,female,GB,1
100385,00 Organic,18,ios,female,US,0
100386,12 PINTEREST,35,android,female,US,0
100387,62 Social Media,21,ios,female,US,1
100388,00 Organic,21,ios,female,US,0
100389,00 Organic,23,ios,female,ES,0
100390,95 LAT,58,ios,female,US,1
100391,00 Organic,20,ios,female,US,0
100392,41 Youtube,51,android,male,ES,0
100393,12 PINTEREST,23,ios,male,US,0
100394,41 Youtube,55,android,female,MX,0
100395,12 PINTEREST,48,android,female,US,1
100396,42 Adcolony,53,android,male,US,0
100397,00 Organic,22,ios,male,FR,0
100398,95 LAT,17,ios,male,GB,0
100399,12 PINTEREST,37,ios,female,US,1
100400,42 Adcolony,39,ios,female,US,0
100401,22 Adwords (Search),44,android,male,CA,0
100402,12 PINTEREST,46,android,female,US,0
100403,22 Adwords (Search),45,android,female,CA,0
100404,12 PINTEREST,37,android,female,US,0
100405,31 OUTBRAIN,60,ios,female,ES,1
100406,95 LAT,24,ios,male,US,0
100407,32 Taboola,53,ios,female,MX,0
100408,11 FB,39,ios,male,US,0
100409,12 PINTEREST,41,android,male,US,0
100410,12 PINTEREST,38,ios,female,US,0
100411,41 Youtube,39,android,male,US,1
100412,12 PINTEREST,38,ios,female,CA,0
100413,32 Taboola,49,ios,female,US,1
100414,00 Organic,16,ios,female,ES,0
100415,95 LAT,24,ios,male,GB,1
100416,41 Youtube,30,android,female,US,0
100417,11 FB,24,android,female,US,1
100418,11 FB,34,android,male,US,1
100419,00 Organic,15,ios,female,MX,1
100420,12 PINTEREST,22,android,female,US,0
100421,00 Organic,20,ios,male,GB,0
100422,00 Organic,37,ios,male,MX,0
100423,32 Taboola,44,ios,male,MX,0
100424,11 FB,27,android,male,US,0
100425,32 Taboola,59,ios,female,US,1
100426,62 Social Media,24,android,male,US,1
100427,31 OUTBRAIN,62,ios,male,DE,1
100428,32 Taboola,50,ios,male,US,1
100429,69 Others,30,ios,female,US,0
100430,95 LAT,48,ios,female,US,1
100431,31 OUTBRAIN,31,ios,female,DE,1
100432,12 PINTEREST,50,android,female,US,0
100433,32 Taboola,32,ios,female,US,0
100434,31 OUTBRAIN,58,ios,male,CA,0
100435,22 Adwords (Search),18,android,female,US,0
100436,21 ASA,20,ios,female,GB,0
100437,41 Youtube,27,android,male,GB,0
100438,11 FB,19,ios,male,US,0
100439,00 Organic,49,ios,female,GB,1
100440,11 FB,43,android,male,US,0
100441,22 Adwords (Search),20,android,female,GB,0
100442,22 Adwords (Search),35,android,female,GB,0
100443,12 PINTEREST,21,ios,female,AU,0
100444,12 PINTEREST,18,ios,male,US,0
100445,00 Organic,30,ios,female,MX,0
100446,00 Organic,51,android,female,US,0
100447,42 Adcolony,38,android,female,US,0
100448,31 OUTBRAIN,36,ios,female,GB,0
100449,00 Organic,25,ios,female,MX,0
100450,95 LAT,25,ios,male,DE,0
100451,95 LAT,40,ios,female,CA,0
100452,00 Organic,18,ios,female,GB,1
100453,11 FB,37,android,male,GB,0
100454,31 OUTBRAIN,29,android,female,US,0
100455,00 Organic,21,ios,female,MX,0
100456,95 LAT,43,ios,male,US,1
100457,12 PINTEREST,27,android,male,GB,0
100458,11 FB,19,android,female,US,0
100459,22 Adwords (Search),19,android,male,GB,1
100460,00 Organic,38,ios,male,US,0
100461,12 PINTEREST,24,android,female,US,0
100462,41 Youtube,44,ios,male,ES,0
100463,41 Youtube,20,ios,male,MX,0
100464,12 PINTEREST,25,android,female,US,0
100465,11 FB,31,android,female,MX,0
100466,12 PINTEREST,25,ios,female,US,0
100467,00 Organic,27,ios,female,US,0
100468,12 PINTEREST,18,ios,male,GB,0
100469,31 OUTBRAIN,45,ios,female,GB,1
100470,11 FB,24,android,female,US,0
100471,00 Organic,17,ios,female,US,0
100472,22 Adwords (Search),38,android,female,US,0
100473,31 OUTBRAIN,38,ios,male,US,1
100474,12 PINTEREST,50,android,female,US,1
100475,12 PINTEREST,29,android,female,US,0
100476,00 Organic,32,ios,female,US,0
100477,95 LAT,62,ios,female,US,1
100478,41 Youtube,14,ios,female,ES,0
100479,12 PINTEREST,21,android,male,US,0
100480,00 Organic,24,android,male,US,1
100481,21 ASA,24,ios,female,GB,1
100482,12 PINTEREST,48,android,female,US,1
100483,00 Organic,34,ios,female,MX,0
100484,12 PINTEREST,24,android,female,US,0
100485,12 PINTEREST,25,android,female,AU,0
100486,22 Adwords (Search),26,android,female,US,0
100487,11 FB,41,ios,female,US,0
100488,31 OUTBRAIN,35,android,female,US,0
100489,00 Organic,28,android,female,US,0
100490,00 Organic,31,android,female,CA,1
100491,00 Organic,22,android,male,DE,0
100492,42 Adcolony,20,android,female,US,1
100493,11 FB,27,android,female,US,0
100494,00 Organic,17,android,female,US,0
100495,00 Organic,21,ios,female,US,1
100496,00 Organic,32,android,male,US,0
100497,95 LAT,23,ios,female,CA,0
100498,12 PINTEREST,31,android,female,US,0
100499,12 PINTEREST,19,ios,female,US,0
100500,11 FB,19,ios,female,US,1
100501,00 Organic,47,ios,female,US,0
100502,31 OUTBRAIN,48,ios,male,FR,1
100503,41 Youtube,41,ios,male,US,0
100504,00 Organic,19,ios,male,US,0
100505,11 FB,23,android,female,US,1
100506,00 Organic,31,ios,female,MX,0
100507,22 Adwords (Search),38,android,female,US,0
100508,00 Organic,27,android,female,US,0
100509,12 PINTEREST,46,ios,female,US,0
100510,41 Youtube,35,android,female,ES,0
100511,95 LAT,28,ios,female,DE,0
100512,00 Organic,23,ios,female,US,0
100513,00 Organic,14,ios,male,US,0
100514,12 PINTEREST,30,ios,female,US,0
100515,42 Adcolony,19,android,female,US,0
100516,31 OUTBRAIN,44,ios,female,FR,0
100517,22 Adwords (Search),18,ios,female,US,1
100518,00 Organic,20,android,female,US,1
100519,22 Adwords (Search),19,ios,male,GB,0
100520,12 PINTEREST,33,android,female,US,0
100521,41 Youtube,33,android,male,US,1
100522,41 Youtube,25,ios,male,ES,0
100523,11 FB,40,android,female,US,1
100524,95 LAT,20,ios,male,US,0
100525,32 Taboola,40,ios,female,US,0
100526,12 PINTEREST,29,android,female,CA,0
100527,00 Organic,29,android,male,US,1
100528,12 PINTEREST,14,ios,female,US,0
100529,41 Youtube,14,android,female,GB,0
100530,22 Adwords (Search),22,android,female,US,0
100531,22 Adwords (Search),36,android,female,US,0
100532,11 FB,21,ios,male,ES,1
100533,31 OUTBRAIN,43,ios,male,DE,0
100534,11 FB,57,ios,female,MX,0
100535,32 Taboola,64,ios,female,US,0
100536,00 Organic,18,ios,male,MX,0
100537,00 Organic,50,ios,male,GB,0
100538,00 Organic,32,ios,female,MX,0
100539,42 Adcolony,24,ios,female,US,1
100540,22 Adwords (Search),21,ios,female,US,0
100541,95 LAT,65,ios,male,US,0
100542,31 OUTBRAIN,31,ios,male,GB,0
100543,00 Organic,62,ios,female,US,0
100544,31 OUTBRAIN,34,ios,male,US,1
100545,42 Adcolony,29,android,female,US,1
100546,11 FB,28,ios,male,US,0
100547,00 Organic,14,android,female,US,1
100548,00 Organic,57,ios,male,ES,0
100549,00 Organic,30,android,female,US,0
100550,11 FB,44,ios,male,US,1
100551,00 Organic,50,ios,female,AU,0
100552,12 PINTEREST,21,ios,male,US,0
100553,69 Others,37,android,male,US,0
100554,22 Adwords (Search),17,android,male,AU,0
100555,00 Organic,22,ios,female,US,0
100556,42 Adcolony,51,ios,male,US,1
100557,12 PINTEREST,28,ios,female,US,0
100558,12 PINTEREST,49,android,female,US,0
100559,95 LAT,27,ios,female,US,1
100560,12 PINTEREST,25,android,female,US,1
100561,11 FB,19,android,female,US,0
100562,31 OUTBRAIN,32,ios,male,US,0
100563,00 Organic,54,ios,female,US,1
100564,95 LAT,18,ios,female,US,0
100565,22 Adwords (Search),17,ios,female,DE,0
100566,22 Adwords (Search),19,android,female,US,0
100567,21 ASA,22,ios,male,GB,0
100568,95 LAT,29,ios,female,US,0
100569,00 Organic,14,ios,female,MX,0
100570,42 Adcolony,37,ios,male,US,1
100571,95 LAT,13,ios,female,AU,1
100572,41 Youtube,29,ios,female,MX,0
100573,31 OUTBRAIN,40,ios,female,US,0
100574,00 Organic,46,ios,male,US,0
100575,12 PINTEREST,34,ios,female,US,0
100576,21 ASA,29,ios,female,US,0
100577,12 PINTEREST,56,ios,female,US,0
100578,00 Organic,13,android,female,US,0
100579,31 OUTBRAIN,45,ios,female,DE,1
100580,00 Organic,20,ios,male,US,0
100581,21 ASA,45,ios,male,GB,0
100582,22 Adwords (Search),17,android,male,ES,0
100583,41 Youtube,58,android,male,US,1
100584,00 Organic,38,ios,female,US,0
100585,21 ASA,21,ios,female,US,1
100586,95 LAT,30,ios,male,US,0
100587,00 Organic,18,ios,female,US,0
100588,00 Organic,37,ios,female,US,0
100589,00 Organic,42,ios,male,FR,1
100590,12 PINTEREST,25,ios,female,US,0
100591,11 FB,38,ios,male,GB,0
100592,00 Organic,32,android,female,ES,1
100593,95 LAT,37,ios,female,GB,1
100594,61 Web/Content,44,android,female,US,1
100595,95 LAT,53,ios,female,US,0
100596,11 FB,25,ios,male,DE,1
100597,11 FB,27,ios,female,MX,0
100598,41 Youtube,13,android,male,GB,0
100599,11 FB,28,android,male,US,0
100600,11 FB,38,android,female,US,0
100601,32 Taboola,43,ios,male,MX,0
100602,00 Organic,30,android,female,US,0
100603,41 Youtube,33,android,male,MX,0
100604,00 Organic,41,android,male,US,1
100605,11 FB,29,android,female,GB,0
100606,11 FB,20,android,male,FR,1
100607,12 PINTEREST,25,ios,male,US,1
100608,22 Adwords (Search),33,android,female,DE,0
100609,00 Organic,14,ios,female,MX,1
100610,00 Organic,29,ios,female,CA,1
100611,00 Organic,17,ios,male,US,0
100612,00 Organic,29,android,female,US,1
100613,12 PINTEREST,41,android,male,US,1
100614,00 Organic,24,android,male,US,0
100615,32 Taboola,38,ios,female,US,0
100616,00 Organic,24,android,female,US,0
100617,00 Organic,22,ios,female,DE,0
100618,00 Organic,30,ios,male,GB,0
100619,32 Taboola,37,ios,female,US,0
100620,22 Adwords (Search),36,android,female,GB,0
100621,11 FB,18,ios,male,US,0
100622,21 ASA,21,ios,female,AU,0
100623,12 PINTEREST,60,android,male,US,1
100624,00 Organic,21,ios,male,MX,0
100625,12 PINTEREST,19,ios,female,US,1
100626,42 Adcolony,31,android,female,US,0
100627,12 PINTEREST,29,android,female,US,0
100628,22 Adwords (Search),19,ios,male,GB,0
100629,95 LAT,17,ios,female,US,0
100630,12 PINTEREST,33,android,female,GB,0
100631,42 Adcolony,20,android,female,US,0
100632,42 Adcolony,33,ios,female,US,1
100633,00 Organic,29,ios,male,MX,0
100634,31 OUTBRAIN,69,android,female,CA,1
100635,00 Organic,20,ios,female,US,0
100636,00 Organic,14,android,male,ES,0
100637,00 Organic,24,ios,female,US,1
100638,31 OUTBRAIN,59,ios,female,GB,0
100639,21 ASA,18,ios,female,US,0
100640,00 Organic,25,ios,female,ES,0
100641,22 Adwords (Search),37,android,female,US,0
100642,95 LAT,32,ios,female,US,0
100643,11 FB,23,ios,male,US,0
100644,21 ASA,20,ios,female,US,0
100645,00 Organic,23,ios,female,ES,0
100646,00 Organic,52,ios,male,US,1
100647,11 FB,32,android,female,US,1
100648,00 Organic,26,ios,male,US,0
100649,95 LAT,28,ios,male,GB,0
100650,00 Organic,26,ios,female,US,0
100651,31 OUTBRAIN,33,ios,female,ES,1
100652,00 Organic,25,ios,male,US,0
100653,00 Organic,16,ios,male,MX,1
100654,42 Adcolony,35,android,female,US,0
100655,95 LAT,14,ios,female,US,1
